ticker,company_name,status,sector,industry,last_date,last_close,pe_ratio,data_points,rising_7day,declining_7day,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,52w_high,52w_low,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg
AA,Alcoa,ok,Materials,Aluminum,2026-01-02,56.540000915527344,12.4263735,16109.0,False,False,6.398196396180644,5.151572315755337,5.426067106946597,36.40530729755716,62.76886319818773,54.14055039834005,33.43525418437335,34.38187835041145,38.95826407602638,20.992891986089326,3731.0888595963143,37.355051540769715,78.31911727637153,56.540000915527344,22.356307983398438,0.0,152.90401687753345,5713195.0,3.1331855467912506
AAL,American Airlines Group,ok,Industrials,Passenger Airlines,2026-01-02,15.479999542236328,17.793102,5099.0,False,False,0.9784710976959321,2.245701395003774,-1.2755150449418995,8.70786370118597,35.433063245209276,-12.145296226275192,12.886175288622123,13.010496992714126,15.245230874438194,22.80441699062616,-14.921254774423309,64.76165190921637,56.70102763370926,18.65999984741211,9.069999694824219,-17.041802417896616,70.67254755333636,52259405.0,-15.96689629359538
AAON,AAON,ok,Industrials,Building Products,2026-01-02,79.19000244140625,65.44628,8319.0,False,False,3.855740906762306,4.610311273262346,4.486081916885598,-13.035356287539535,-19.395814490328945,-33.513085657920605,90.82198652898172,91.96974480934219,65.86477856727163,16.094980703480744,144541.74625542387,49.04466053510333,40.082992596006875,136.32749938964844,71.61567687988281,-41.91193794652756,10.576351284408654,1047040.0,24.7325794621027
ACI,Albertsons,ok,Consumer Staples,Food Retail,2026-01-02,17.309999465942383,10.242603,1387.0,False,False,0.8153720968337774,0.11566540980967321,0.17360403995851925,-3.025215148386917,0.5546255842421077,-9.131164398306268,19.65645679154719,19.469088378056853,19.062461913011635,18.200561841099745,68.4026793606342,31.26358470533454,50.96770065268111,22.41373062133789,16.6688175201416,-22.77055632379534,3.8465952670368813,8425985.0,-19.210632347434753
ACM,AECOM,ok,Industrials,Construction & Engineering,2026-01-02,96.4000015258789,20.125261,4693.0,False,False,1.1224165260381502,-0.8944126115064677,-1.1180596592214154,-5.471662725411452,-25.634499811192647,-9.09068605072898,110.70952435983605,102.85332495080785,84.30145106345985,43.905223746048776,373.59603741813726,35.52088356974346,31.873696706766395,134.35000610351562,86.8177261352539,-28.247117866445453,11.037233773776464,1403730.0,-39.54677893896974
ADC,Agree Realty,ok,Real Estate,Retail REITs,2026-01-02,72.12000274658203,42.175438,7983.0,False,False,0.12495344829996924,-0.24758412367598126,-0.02714827803559361,-2.3865888079044772,3.1202423855259953,7.9664756039548035,71.84856955843618,66.7928437523055,61.57757003140298,21.933591868843664,3325.7360882833686,31.106526124717426,61.38494912806531,76.65204620361328,65.55472564697266,-5.912488552481219,10.014956259545512,1195195.0,6.2420776526006305
AFG,American Financial Group,ok,Financials,Multi-line Insurance,2026-01-02,134.7899932861328,14.143756,11544.0,False,False,-1.3827915502832244,-2.2836081626223637,-2.3897480912977054,1.1860869999499535,-6.479040990600893,4.668357740870843,127.85773212691227,123.3510122735268,107.92817476600598,23.44996291687628,11560.222619730446,31.898878994250275,42.920271080015866,145.70556640625,113.11591339111328,-7.4915278731924735,19.16094671850328,390175.0,12.590504260908574
AGCO,AGCO,ok,Industrials,Agricultural & Farm Machinery,2026-01-02,105.83999633789062,21.041748,8488.0,False,False,1.4570520010668941,1.3987345496168313,0.5319125808195491,1.5154365713475393,-1.2007961959558222,14.964982182187136,102.06001169273102,101.79084792999814,107.7649735371778,39.07251915950802,2851.312678105863,44.25609656050129,32.64367795932398,117.3412094116211,75.15740203857422,-9.801512300240043,40.82444771516809,723610.0,-12.743052196625248
AIT,Applied Industrial Technologies,ok,Industrials,Trading Companies & Distributors,2026-01-02,259.6300048828125,24.988451,11544.0,False,False,1.1138435142388659,-1.4312790816363719,-1.7780735929361469,0.8977139331739492,0.36537119606538937,9.581402442087427,247.39958768441858,226.08927947816034,157.31062279840944,30.73738221285125,27250.87700945687,31.711930417003583,43.58771152291623,274.7508239746094,204.8937530517578,-5.503466331076131,26.714456158762374,294990.0,-39.828468761652935
ALGM,Allegro MicroSystems,ok,Information Technology,Semiconductors,2026-01-02,26.90999984741211,27.68547,1300.0,False,False,2.009100468182523,1.4323375459160292,-0.14842639849699246,1.4897245591409813,-5.279831073764107,24.698794914502976,27.490199168839776,26.69595426783173,29.166385362102726,28.99780001420241,52.03389088974901,50.113431091985795,39.051609062271055,37.5099983215332,16.530000686645508,-28.2591280950178,62.794910644816504,1926095.0,11.655967125193722
