Date,Open,High,Low,Close,Volume
2023-06-06,95.37034944547858,97.74270123964693,95.24047474967963,96.98943328857422,1288900
2023-06-07,97.13664635027806,98.74707702651752,96.9288441557485,97.88990783691406,1364800
2023-06-08,97.32711689923137,98.79035253012924,96.36605333155603,98.59121704101562,882200
2023-06-09,98.66047871072472,99.19729107946512,97.99379824170207,99.11071014404297,800000
2023-06-12,98.26220062333104,98.27952077374853,95.30974912453374,95.81192779541016,2187200
2023-06-13,95.9331455954733,97.70807794120405,95.64742255546082,96.8335952758789,1760800
2023-06-14,97.05243286482605,98.88195594813017,95.63432874370629,97.28878021240234,1622100
2023-06-15,96.78982921865432,100.58018952344739,96.5359706750655,100.3963623046875,1254100
2023-06-16,101.06163954873058,101.65689245086371,99.73983335900128,99.94992065429688,2842500
2023-06-20,98.86444551155908,99.5034628771413,97.91904282101031,98.43550872802734,1269800
2023-06-21,97.70021505079951,98.17291646900699,96.46593801238757,96.5009536743164,1410300
2023-06-22,96.13330767258329,96.13330767258329,93.20956976994265,93.27959442138672,1649900
2023-06-23,92.39545841383067,93.28833434648674,92.00153725763062,93.0782470703125,1590300
2023-06-26,92.92068207847541,94.5051022884356,92.84189517400357,93.6822509765625,937500
2023-06-27,94.04991318062102,95.98448333420288,93.75228340700225,95.61682891845703,972900
2023-06-28,95.91444424729885,97.078689814779,95.58180551882757,96.68476867675781,1448900
2023-06-29,96.72855385643659,97.79650818930267,96.37840390948062,97.32380676269531,1170800
2023-06-30,98.10289142807567,98.6543731120263,97.42010267312105,98.05912017822266,1096900
2023-07-03,97.6914571443448,99.64353850952637,97.64769257688964,99.14457702636719,584700
2023-07-05,98.86446118301802,99.09205296868507,97.41134126032789,97.96282958984375,1116900
2023-07-06,96.79857434813442,96.87735457114142,94.17246005770356,96.1245346069336,1098800
2023-07-07,96.1683052978212,97.6126694849778,95.99323368421905,96.49219512939453,1120700
2023-07-10,96.82483535728662,100.15124949536957,96.50970110510806,98.95198822021484,1124400
2023-07-11,100.01995530744925,100.6589727998175,98.93448977543055,100.58019256591797,1723800
2023-07-12,102.85614805845735,103.64398371972236,101.61312216988053,101.96327209472656,1550400
2023-07-13,102.99622598376516,104.1779763117493,102.29592603015327,103.89785766601562,1467700
2023-07-14,104.22172541894714,104.29175673962722,101.516830773584,101.96327209472656,1310600
2023-07-17,101.80572808300154,103.5564714262789,101.41180682363061,103.18006134033203,1093600
2023-07-18,103.71401490838359,105.21964822976267,103.30258924810478,104.79071807861328,1390200
2023-07-19,105.46475818862493,106.81282438225651,105.13211275403289,106.15629577636719,1385500
2023-07-20,105.2196488597105,105.94620878844408,104.52811127003639,105.26342010498047,1244700
2023-07-21,106.04250427567615,106.08627552263455,104.63315560911477,104.78196716308594,820400
2023-07-24,104.98330586772073,106.11253592141733,104.86950997526,105.64859008789062,847200
2023-07-25,105.51728612524442,105.63983760643485,104.16921315359485,104.49310302734375,1038100
2023-07-26,103.77528251542225,104.95703257397045,103.4513926919756,103.99412536621094,1286400
2023-07-27,104.16919907058326,105.29842900479169,102.18210888401906,102.5147476196289,2023600
2023-07-28,110.68197884290352,116.21431998942768,109.15007865913975,110.98835754394531,4741500
2023-07-31,112.17010304065575,112.17010304065575,107.67069408239139,107.8982925415039,3001600
2023-08-01,107.93330267668897,108.8436831094192,105.81489868766464,105.99872589111328,1873200
2023-08-02,103.9153567592629,104.72945257464401,102.68983524340732,103.7577896118164,1521800
2023-08-03,103.08375386576795,104.125441451346,102.1033353419632,102.43597412109375,1043800
2023-08-04,103.35512059828838,103.51268774741396,101.00912453272699,101.1579360961914,1215800
2023-08-07,101.56935801062313,102.86491081936913,101.45556211549498,102.08583068847656,1162700
2023-08-08,100.06371804103982,100.72024669237071,98.43552645145485,100.50140380859375,1568800
2023-08-09,100.0374620595693,100.83405339484001,98.85571177449815,98.92574310302734,1583500
2023-08-10,99.3371588942174,101.11416193729812,98.60184337516935,99.56475067138672,1713000
2023-08-11,98.93447660198544,99.27587760575625,97.9015380419938,98.33047485351562,1054300
2023-08-14,97.69145276418222,98.52305965119731,97.47260990105521,98.33922576904297,1227800
2023-08-15,97.32379556502214,97.95406406131585,95.87067578983897,96.09827423095703,1405600
2023-08-16,95.73062436127101,96.343381718003,95.33670987173677,95.49427032470703,1131500
2023-08-17,95.65183898560211,96.10703589664197,94.79397867246105,95.12661743164062,988500
2023-08-18,93.80480075840076,95.35420517023161,93.24455692811307,94.19871520996094,1700700
2023-08-21,94.32127778299512,94.67142771372409,93.19204776263528,94.08493041992188,1600800
2023-08-22,94.54011707543816,94.54011707543816,93.74352584622615,94.02365112304688,1226500
2023-08-23,94.34753809195736,96.90362123904617,94.10243514340836,96.61475372314453,1605300
2023-08-24,96.73730231075278,98.22543112742525,95.78314394259712,95.86193084716797,1177400
2023-08-25,96.10704619208292,97.2800408989685,95.22291902976066,96.02825927734375,989400
2023-08-28,96.96489430685078,97.665194150759,96.14204967059602,96.63225555419922,637600
2023-08-29,96.63226795499781,97.91030965737002,96.32588923842829,97.81401824951172,753100
2023-08-30,97.90153960512214,98.66311516967899,97.28878226252752,97.71771240234375,1214000
2023-08-31,97.93655745335947,99.0832986180648,97.87528171773052,98.2429428100586,1329400
2023-09-01,99.18834373176168,99.48597351822252,98.09412934348065,98.8294448852539,702200
2023-09-05,98.82944066629477,98.82944066629477,97.50762787168324,97.87528228759766,861000
2023-09-06,97.54264424647562,98.07662138335705,96.55347687873108,97.60391998291016,1176300
2023-09-07,96.55348510211118,96.7723279906667,95.520546400987,96.31713104248047,1078300
2023-09-08,96.48345453181044,96.53597468833819,95.59057179950875,95.6255874633789,1262800
2023-09-11,96.61474911149583,97.09619940072076,96.07201640950433,96.3783950805664,1031500
2023-09-12,95.92320002522582,97.56014027595447,95.85316871007332,96.53595733642578,844500
2023-09-13,96.14205740082936,96.14205740082936,92.80688730728345,95.468017578125,2529800
2023-09-14,96.23820509635657,97.6369406455263,96.10541254982105,97.42447662353516,1196100
2023-09-15,97.10576388605483,97.59266081771412,96.63656947291959,97.05264282226562,2388500
2023-09-18,96.8224874367986,96.96412786359244,95.96376997637371,96.53919982910156,814300
2023-09-19,96.15852190675061,98.00874243299164,96.15852190675061,97.91136169433594,1089100
2023-09-20,98.45138295935305,98.6815562359919,96.1319611817989,96.21163940429688,1169400
2023-09-21,95.14045307540238,95.60079285075444,93.98074562367982,93.98959350585938,1276900
2023-09-22,94.19323144999835,94.51193088915896,93.23713313251653,93.34336853027344,810800
2023-09-25,92.8210297256942,94.32600042413041,92.54659679274356,93.79483032226562,850000
2023-09-26,93.10431919009612,93.6886036123983,91.28065584916848,91.44886016845703,1602700
2023-09-27,91.93577178853684,91.98003822303546,90.76720951133528,91.66133880615234,1466100
2023-09-28,91.7587145860998,93.11318365739578,91.23639905458225,92.19249725341797,1394900
2023-09-29,93.13088824094037,94.08698646095695,92.63513661016557,92.83875274658203,1434600
2023-10-02,92.48464508138117,93.12204391910315,91.70559905567224,92.59087371826172,1648000
2023-10-03,91.5639400766033,91.78525869742522,88.36809865160632,88.61597442626953,1180100
2023-10-04,89.05864765955215,90.36885739612596,88.1291131289085,90.12982940673828,1016100
2023-10-05,90.10324875543851,90.48391710803088,88.6071325027205,90.2448959350586,824800
2023-10-06,89.23570014149553,90.94428072970472,88.81076527711616,90.4396743774414,1183000
2023-10-09,90.28915466508312,92.3341435861929,90.07669065199312,92.0951156616211,1521900
2023-10-10,92.10397318374838,93.56467767197772,92.06856138810599,92.83875274658203,1477600
2023-10-11,92.95383707261564,94.007316054087,91.60822259346786,92.20135498046875,1401200
2023-10-12,92.14822590072232,92.14822590072232,90.05898414854268,90.77605438232422,1398900
2023-10-13,91.5196858950621,91.52854053222995,88.70451239140574,89.10289001464844,1371700
2023-10-16,90.29800749304418,91.35148640844459,88.44778685599239,88.7664794921875,2784400
2023-10-17,88.50975542502748,90.59899721874464,88.29728466300143,89.19141387939453,1800700
2023-10-18,88.52745298059932,88.89041877979193,86.71263749285357,86.8011703491211,1608900
2023-10-19,86.80118289928724,87.80154083112585,86.08410583367177,86.1991958618164,1588600
2023-10-20,85.88047504665919,86.4381955106341,84.76502736460141,85.27848815917969,1717700
2023-10-23,84.99522289905231,85.87164293059529,84.42864765097303,84.51717376708984,1212100
2023-10-24,84.87126767177551,85.66800930839983,84.33124969328495,84.91552734375,1288300
2023-10-25,84.10993615445312,84.80044921678463,82.63152253570037,82.74661254882812,1597900
2023-10-26,82.88825931243896,83.65845065470766,82.03839649723345,82.12692260742188,2277200
2023-10-27,82.33052049578721,82.82627200627532,77.39954228034362,78.24940490722656,3215000
2023-10-30,78.39105788881393,80.36521619648947,78.39105788881393,79.6924057006836,2038500
2023-10-31,80.40949760042182,80.65737342028442,78.9842048821024,80.11735534667969,2683200
2023-11-01,80.54228664404854,80.8698339257133,79.35601515960131,80.53343200683594,1698500
2023-11-02,81.94986843531213,83.79124120145755,81.85248769019132,83.47254180908203,1360000
2023-11-03,84.88013600291791,86.11066729846533,84.60570300659164,84.69422912597656,1324300
2023-11-06,84.76504142465423,85.19882407969774,83.20695626554138,83.82665252685547,1473200
2023-11-07,83.86206696581678,84.06567634427375,82.95022844201314,83.31319427490234,1046100
2023-11-08,83.23351577956423,84.03911891585436,82.9590828120457,83.9771499633789,1200700
2023-11-09,84.66766792459259,84.92439838643274,83.06532295163846,83.13614654541016,859800
2023-11-10,82.82629420432716,83.02991034590983,79.69242112860984,81.994140625,1967700
2023-11-13,81.28590655702862,82.33938540233771,80.91409287778139,81.74624633789062,1257700
2023-11-14,83.64073674312478,86.35852915583453,83.6318821070791,85.88932800292969,1714300
2023-11-15,86.03984521188764,87.99630137373492,86.03984521188764,87.07561492919922,1382500
2023-11-16,86.28771209716797,86.72149473867462,85.74769407740897,86.28771209716797,1344400
2023-11-17,87.10216252524141,87.53594516404449,86.1637736625751,86.57099914550781,847400
2023-11-20,86.34083189126451,87.52710338435465,85.4998237108891,87.49169158935547,1302500
2023-11-21,86.61526285243201,86.7392075091112,85.39358634676618,85.87163543701172,1286200
2023-11-22,86.74806588044093,87.20841250631051,86.17263597515895,86.5444564819336,1267500
2023-11-24,86.526734552235,87.0047836303711,86.24344696009238,87.0047836303711,660200
2023-11-27,86.78346958413546,86.78346958413546,85.41129798087904,86.02213287353516,1202600
2023-11-28,86.05754094956691,87.42971924763161,85.42899680944132,87.10216522216797,1237800
2023-11-29,87.67760097668405,89.35076950253159,87.64218918066338,87.7838363647461,1404500
2023-11-30,88.39467178794065,89.12059672532546,88.00515553765996,88.64254760742188,2393000
2023-12-01,88.32385183258056,90.79376899973651,88.22647783158276,90.6963882446289,1445300
2023-12-04,89.83767502003623,91.12132056898295,89.65176139874804,90.30686950683594,1002900
2023-12-05,89.53666726195807,89.8642212762615,88.71336166199218,89.01435852050781,966200
2023-12-06,89.65175543589986,90.21833739156766,88.38581249245593,88.4123764038086,1891300
2023-12-07,88.27073383590421,88.98780413536122,87.86350831065025,88.47434997558594,2001000
2023-12-08,88.07596521673551,88.99665158147728,87.10216453902505,87.14643096923828,1879100
2023-12-11,86.88969776713634,88.08481704965158,86.65952449475061,87.51824188232422,2351400
2023-12-12,87.40315595114927,88.23530940353504,86.31426532447885,87.96087646484375,2154600
2023-12-13,87.51824342148853,91.64361935327469,87.07560614209767,91.36918640136719,2331800
2023-12-14,93.22362305202331,97.46106357025218,93.12507744683883,96.1441421508789,3327700
2023-12-15,95.6424659526769,96.80708533666079,94.4868002897556,95.21244812011719,3453100
2023-12-18,95.23037014752009,95.97393226205651,94.67493186572872,95.65142059326172,1818100
2023-12-19,96.000810335609,97.33564607125558,95.91121844826381,96.95042419433594,1501100
